,group
7162021702268148725,10
7162404793640017436,8
7164941623645138998,2
7165952813616997302,11
7166563712658305181,11
7167907915709830620,2
7169119740272670127,4
7169868775515167742,11
7171140125734353234,6
7171145659599851845,10
7171565577121672506,4
7171738041888094866,7
7172255735204459312,3
7172658427943157999,2
7173098079260067016,2
7173473448128294555,9
7173511464416472874,10
7173746502025702885,8
7174940115112601216,0
7175767763084158961,6
7176282351422486534,10
7177996746774643791,9
7178640619120668055,9
7179230387187159333,10
7179798543464626055,11
7180704268982110010,6
7181049920633363895,5
7182090933919305992,3
7182346104143692228,7
7182757096050367363,10
7183388623068095044,11
7183389901120024150,6
7183587121524618157,11
7183899036013694701,4
7184619171639451223,2
7184884411961421717,4
7185092811523447673,5
7187262337663708184,6
7188561068522199157,10
7189510889436679311,4
7189883679990043577,9
7190861411587394337,11
7191768923560082457,2
7192134822333420010,9
7192625519693079186,11
7193378056748016327,10
7193635366562150218,10
7194152300231860323,10
7195945687443233373,10
7199598660953545254,4
7199689890587403353,11
7199820274699739065,3
7200007056500916056,7
7200869559155152360,11
7201631899279333659,8
7201763396926453335,9
7202724023876818875,4
7203446924606854877,11
7204056195159500055,11
7204474124399809648,7
7204701083846184011,0
7205067989350911691,0
7205093312787781250,4
7205190547682176557,8
7205296108735615758,1
7206596305810622020,7
7208727564378720224,11
7209115034363010851,10
7210448484637778339,7
7210452344296081695,11
7210591926111411276,10
7211307993983115322,9
7211537322556080505,7
7213128976320061152,7
7213159632120445013,11
7214162603558394767,9
7214552773926629977,11
7214657756920081558,2
7215007863182015083,1
7215207495115058024,8
7216551799191612711,4
7217577211316396510,11
7217910398487479047,9
7218984997763944750,5
7219455262010854222,11
7220323704670664429,3
7220555311291441594,10
7221008617862885754,8
7221458736378351346,7
7223107226582338739,7
7225268935372977520,11
7226873271269493193,9
7228078174830295868,9
7228940717197260407,4
7229285370083192839,11
7229793195948083886,5
7230688931222713019,2
7233439497750153795,9
7234017738605505355,11
7234205280673234272,4
7234339569357687945,10
7234649066281371833,1
7236393560264072287,7
7239080402151959265,11
7239924592379652093,7
7241138725608641092,8
7241309608241647995,10
7242696454460971018,0
7243585715730047736,6
7244294481123707986,6
7245111500987774873,6
7246819265417100291,10
7247494438969475423,10
7247668499837841266,3
7250216730235186821,0
7251708332110035309,10
7252216503716332805,11
7252235107539161712,0
7252261768770642312,0
7254031807171019034,0
7254481643692557095,7
7255101607069760004,10
7256431272780202043,3
7256622423963571818,2
7256792051854447931,10
7257443478065605870,10
7257872498700551939,9
7259905308486548427,11
7260487060914131411,10
7261482771295901055,3
7265202770588035188,10
7266897248857572367,6
7267790250692832430,11
7268845457094136419,11
7268955027664753382,0
7269844970464343660,7
7270184971423071823,10
7270217774667063850,4
7272290384315425629,4
7275913431900990772,2
7276057502686203187,11
7276613474548026639,1
7277725472308517113,6
7277878035955831713,1
7278220315715363718,6
7279443329524401711,0
7282162378550752552,8
7282362511738516389,7
7284387103545567616,7
7284455604264109000,7
7284502545140054936,3
7284631199498563227,9
7285000427259103993,2
7286737600296608731,7
7287643605844231103,10
7288461008310100610,6
7294851609945310552,8
7296624779450375390,10
7297737992548118175,10
7297824195001461876,5
7297909308198310891,10
7299498488354053896,11
7300074829977624843,10
7300436346961464813,8
7301702580583328521,0
7302081867140182703,9
7302922394824859499,11
7303629039341685204,10
7303802372391225777,5
7303885343449568466,3
7304643443487382125,10
7305657032245849971,5
7306272661126225909,7
7308005794810685895,7
7308259930676061053,7
7308603741554255187,1
7308814574632096117,1
7309695015476786422,4
7312141737425928547,5
7312591921591085311,4
7312899576072617036,0
7313212171795375271,9
7314859830539963593,6
7316034257345012461,7
7316508503162633036,7
7316907864492465268,3
7317548751096730969,9
7317737160092536235,7
7318459681381170260,10
7319346801134614242,8
7320306496880931892,4
7320319608624076631,11
7320808153120214361,2
7321248226775781541,8
7323587961560770212,6
7324312413354394792,6
7324335236611067188,8
7324640876199106624,3
7325535417051895712,4
7327676521797195794,6
7328582087089019381,10
7328687241566520234,9
7329020759737982154,3
7329741672075243127,11
7329991885099258124,10
7331927164017913550,8
7332217193859578406,4
7332542294959017427,1
7333290628702105713,11
7334764644619034255,10
7337679593877277327,6
7338115201874921623,4
7338250903875397047,1
7338449004804154710,2
7338855954524104573,2
7338867742911172451,7
7339099438037651925,6
7339560117077294120,2
7340065953659217596,3
7342734272003756120,10
7343543467754835573,4
7345944586031224659,2
7348137971731766590,1
7348310957808950755,4
7349927318206229550,0
7350250715564446309,4
7352062601098090044,7
7353572136329657630,4
7354228312812884250,9
7358058701857556235,5
7358678402058582528,11
7359243314043223210,5
7360474926880794708,10
7361164850692835723,3
7361649462926155661,1
7362732712040695786,4
7363475034240708797,4
7363537917297697472,7
7363946176854712901,11
7364523994019965401,4
7364970419200598497,0
7364997178586689941,5
7365015742106476943,9
7366582695809193228,8
7366745914244420590,10
7367262162443824340,10
7370827425283180119,0
7375639383654860207,7
7375660983709999322,4
7377290974686497284,0
7377944111496618237,4
7378659701693251942,8
7378978842691899633,9
7379719514577594545,2
7380196603165104554,11
7381111673372389596,11
7381120324345732795,9
7382241364620343967,9
7382485156385178498,10
7383851500236446205,6
7385111176100718630,0
7385811426264576185,7
7386373562536017965,3
7386419580828642414,11
7386709804325439234,11
7386772751259634812,11
7386985405867488091,0
7387171634426357944,7
7388029750669606810,11
7388595054991727734,1
7389162714483510006,7
7390161177241084083,1
7391195777755810921,6
7391239026100748536,11
7391517101719676047,5
7392558433313926532,6
7393416743486667372,6
7394018350117974060,8
7394510981491895624,9
7394522535595506958,4
7395814662869848572,1
7396490911867515725,6
7397915273696937690,7
7397916634266670941,9
7398634714088908808,7
7398868726617039187,7
7398937566582217798,4
7399674231439607870,6
7400394734727435283,10
7401050615361206347,7
7402256395611433933,6
7402573780044677285,8
7403695610410937411,0
7406529291775270159,10
7408169399552761623,7
7410285605670872430,8
7411161405348928801,6
7411875501051561507,3
7412238359196731880,8
7414036505620283493,10
7415051711783788261,5
7415997845265152972,10
7416100915165018599,0
7416380560930059770,8
7416588050313296640,7
7417151582294463711,4
7417807231488268150,10
7418274737395663910,0
7418644343504406758,7
7419878192145406668,3
7420214929087965257,10
7422036246785802496,9
7422545731994266819,8
7422690844079816096,10
7423009204839920354,10
7424038494523940735,11
7424267338755928984,4
7425291208202446873,6
7427179013984947164,0
7427688727549056962,4
7428292829125836378,10
7428823041768534042,9
7429258071058195011,10
7429633015672230591,11
7430743708779668824,9
7431108669512053875,1
7431335022993856345,3
7432174146172062352,11
7432783312833044692,7
7433850201956315041,11
7434944907749360901,9
7436113878419656912,1
7436689683705207843,7
7436975263248300406,11
7437353948067010097,1
7437397320808565154,4
7437407516803279522,11
7437876479494727038,5
7438009174420353598,6
7438974094532626673,2
7438985196487678470,5
7441298789680877422,10
7442042493953950800,7
7444415595503156407,0
7446792140943365288,7
7447521037094851870,7
7447648328136272469,8
7448089563001236166,7
7448159780628355784,10
7448291456305116322,3
7449251779890494635,6
7450255478604678057,4
7451899229385442456,0
7452838136411435666,3
7453117944120895949,11
7453299432250359118,3
7454095666388378997,10
7454678656088572483,5
7456394847570862816,9
7458049695596513505,2
7458466907666102967,3
7459293785415770922,4
7460417630409862800,11
7463841836545230499,9
7464508064361945726,1
7465022494278104221,0
7465099809746662279,1
7466429688405130498,9
7466924404023287685,9
7467093202987977745,3
7467164325773581571,6
7467805641537059069,10
7468211171998835630,5
7468727346283067416,10
7469076379143856274,10
7469148517468967176,7
7469857548419470864,11
7470764221768111271,9
7471360393890629846,7
7471830067514363708,6
7472143538792282240,5
7472746344805619396,11
7473034691150293199,11
7473179227458916857,9
7474383300435434325,11
7474894259572272931,7
7476198667683037601,2
7477216237379271436,4
7477361990944920353,11
7478423496493189633,3
7479697738063996252,5
7480638475973702082,2
7481283124817145997,1
7481422817184149099,6
7482769684266307672,10
7482977880973351876,9
7484525394463083955,0
7487220133381574394,4
7488299471920786480,11
7489401427123670163,10
7491172959467411795,10
7491257619718483628,5
7491619137388802604,11
7491883906433653097,1
7492229752947308060,4
7492377785066782591,9
7492901227027334559,9
7493385374577815645,6
7493707946070599469,5
7494093328451872739,6
7494922449617426172,11
7495399199941172880,11
7495426580425539949,6
7495921759767770646,2
7499395943471102180,3
7500026875783156862,2
7501134615359241534,3
7501401261317775411,8
7501519977518324864,1
7501956783062361054,3
7503650691638765829,11
7504659907041986553,10
7505756286121703948,3
7507069744267079779,5
7507941415981311329,3
7510487090510425940,9
7510499494994666828,3
7511518748534901000,8
7511952801758671404,4
7513049841253557570,7
7514758779929006905,11
7515904699314208843,4
7516281938271806385,4
7516774041609330883,6
7516791572890766458,11
7517806555703119013,11
7519455591915938299,4
7520784248782706504,11
7523509849948153448,8
7525307901497969831,6
7526160377199215817,1
7527452940805959531,7
7527539351372880084,6
7527874273577230184,9
7528832532846620299,5
7530081084852909180,11
7531388077509465573,5
7534947222717536247,1
7535192616308003823,0
7536304235371119685,1
7537663806639096471,0
7539870798643586336,0
7540533301999851293,7
7540877215390205769,8
7541120857409537969,7
7542037204483377414,10
7542495040752163468,4
7542889719622049774,11
7543561974509172700,9
7544276890653115151,9
7544539292625532374,10
7545582321934375533,10
7545784246576329601,10
7547838557362426767,8
7548795466428524847,11
7551632091191301191,10
7551885213412668701,9
7551910897522195157,11
7552016939604087354,7
7552416275528616258,8
7552590408465123989,11
7555842100834048214,7
7556549461062456393,2
7556889779173273487,11
7557015883094259888,7
7557122642086634157,11
7557215627580676147,6
7560042946304704742,6
7562411939803512882,5
7562784195147307139,7
7563262287375824533,7
7564146306688507150,0
7564663063536756105,1
7564777043836641639,1
7564794354634107853,7
7565457637492195688,10
7565959697267570843,7
7566051280927280645,4
7567069231793921585,9
7567434598341760535,2
7567829132594447454,2
7568632104990663274,9
7570005771953155194,9
7570310978764027772,9
7570700011209719578,10
7571244260476282816,5
7572080897409023005,7
7572234923541563780,9
7572499575442254881,0
7573568655443252720,7
7575670725800079947,11
7576705631437232110,2
7577280955864615071,8
7577469836626646900,1
7579492995556274245,5
7580049632428848261,5
7580827703583382024,10
7581074697549480474,10
7581543785144585480,4
7581876172930721681,6
7583626418828672428,11
7584760617822570848,10
7587806233444211218,11
7590488520912241059,6
7590579348464603899,11
7590762885861953353,10
7593273512084517885,4
7593634508685226266,7
7593760040389683384,10
7594829811798605931,5
7595690387358317460,4
7595822707772846332,7
7596469326749714863,0
7597321258032342437,9
7597412338876122019,9
7598352919965818992,7
7599764132322802070,6
7599866578955007889,4
7600158727279990820,9
7600706484241216067,6
7601654470910766753,7
7601784159045840321,0
7602142130294195123,1
7602869978161602396,11
7603063756300712301,7
7603574418451739914,5
7606057746192166133,11
7607246195457180195,7
7607298731362824528,0
7608250020248662167,10
7609629929801669139,8
7610592033101611524,8
7611234829945985140,10
7611575855132899377,11
7611804851307985045,2
7613974097556658884,0
7614557487151821260,11
7615259063199754967,9
7615346411691363222,11
7615472893361589066,10
7616862140980800522,7
7616963190410352528,11
7617025893859305865,10
7617312047974779069,11
7618432562276045710,10
7619184094525783364,10
7619722897891624878,4
7620951287860234621,11
7622608546746452619,5
7623319621670127844,0
7623705599913680561,10
7626499487257098838,6
7626919836157562735,5
7627217098716198830,7
7628243621554390432,1
7629011663668905936,9
7629074224169383739,4
7631378363754358421,9
7631727044900658395,6
7634564150408923866,0
7635075420360546297,7
7635874187288414774,0
7636272543666511219,7
7636977284299092267,11
7638599064576582640,8
7639642309625936455,7
7639709733629900926,5
7641673730455470820,10
7642012522402286243,1
7643284069887058902,4
7643999920197809819,11
7644107168198424681,11
7644548985454569185,10
7644826784213520889,3
7646276725990461921,4
7646468351130286597,11
7648062765874942362,0
7648205824823156308,7
7649878448891885274,7
7650301571184539286,11
7650301669270520904,5
7651297998259495597,9
7652196978946043703,11
7653316877767828965,11
7654931616092156937,11
7655695843449039112,6
7656085954369982339,1
7657015702360984723,10
7659640588834706285,9
7659750921987259196,11
7660903349783064153,9
7661358501125921081,1
7663031567400318952,8
7663106720488862654,5
7663282489891264853,6
7663633722555873661,0
7665493621669434669,3
7666438183926481871,6
7666894890770848685,10
7667012731119608802,7
7669561222854886422,5
7670147662087339645,11
7670769005379898519,8
7671464435941997718,4
7672525733430548693,7
7672785870357162486,6
7672787973377989784,9
7673021701793452118,9
7674178869994435830,10
7674633293704296619,10
7675128010590897219,10
7676918243814164540,6
7677943154114407810,10
7678147293699592693,7
7678779369865249280,5
7679264704449785210,2
7681575107998518387,10
7685937209060001078,6
7686924260565619010,5
7688261394724966764,6
7688586427027147097,10
7688626633237463856,4
7689109297363162769,10
7689165907775852880,11
7690261349530060632,6
7691675193236668566,11
7691739137877903628,10
7692802054365178040,10
7693280591913523145,9
7694120471691235510,4
7696148343648314865,4
7697845594188230073,8
7700833807167333863,6
7701163915800643481,0
7701269991917328368,4
7703608991410093044,4
7703693360858353844,10
7705384213380232481,10
7705505302288754723,5
7707205171573101505,10
7707210336731581079,1
7707747648375002367,1
7707975303126142834,2
7708086652932808723,3
7709604081390496824,3
7710444000387399231,8
7712247764824580779,7
7713146382781174715,8
7713162597676889690,3
7715198068844461871,4
7715946606178828084,7
7716187835123442279,9
7717139861186851663,1
7717933801918220905,1
7722759391826686628,11
7724554632426862699,6
7725111444587476474,11
7725986220949072193,11
7728285128119955348,6
7728941579944433842,10
7729121015349041996,10
7729851208980684975,11
7730061044675502398,11
7731295734712225332,1
7731363441327224271,8
7733416782532779420,3
7733636783309285273,8
7733709404159131881,6
7734133248027947866,9
7734484921893169660,11
7736605959691934958,10
7739127934958082657,1
7740472632505276922,10
7741225749010574098,11
7741294469950870424,3
7741304324531743745,11
7741986936998363224,9
7742653896785798040,7
7743219293296205681,6
7743610199617736150,5
7744281905116039919,1
7745210344164280174,8
7745870724305619442,1
7746030654115946289,5
7746266119721087633,3
7750360234672020617,7
7750697126434128256,10
7752298389957086192,11
7752507241977295614,1
7753727199881616469,9
7754522841579926940,5
7754926785115435368,9
7755101125014025577,6
7756734309936741670,8
7756791139844447386,10
7757990999998195080,4
7758269525297920729,4
7759129537888580165,11
7759607685730646346,4
7759794201346663442,9
7760728118133549869,11
7761355070680550364,10
7763454040430411521,7
7763494883438625300,8
7764157509289981219,8
7764975401563540067,3
7765198421731889044,6
7765970007672907290,5
7769562466916696223,1
7771168195909430233,7
7771852801992184106,5
7772113839331289487,7
7773538137645643436,8
7773746645476824910,9
7774841444404051444,7
7775737627394298195,11
7776298464324064559,7
7777464291831545512,1
7777769611755661577,0
7779914737191611811,9
7781400466016732796,2
7782279136393762723,10
7782608476439047074,10
7782931817263113498,5
7783780974292236596,1
7783901459321557514,1
7784655013717008405,9
7785091094624410263,7
7785356322552076289,0
7786229878932521393,7
7786421727494843797,1
7787509373026168363,10
7787872077022452995,7
7790846389050200857,7
7791296495881515691,10
7791360546443150912,10
7791731729230752971,11
7791995491743670214,2
7792355737429572182,10
7793671871073765284,5
7794180533636284715,8
7794998998001266446,1
7795572929872660611,11
7796419170263896861,7
7798362168919083882,8
7799444881784588536,6
7800923901758572027,11
7801749093200449868,4
7803220163938648249,7
7803338131868585226,3
7804225525552008762,0
7805055442084280691,3
7805335453733334696,11
7805494035084022878,10
7806298636210591786,6
7806410276810316171,11
7807661538137557767,2
7808665694772286222,1
7809738860759320700,11
7809877281015293890,9
7809954251234405474,3
7809982677727817653,10
7812497003145308546,10
7814819116239373046,10
7815253943376848767,3
7816125569058202940,8
7816297037889443478,8
7816502258972184209,4
7819022933569016531,2
7819508871102196343,9
7819789873322226987,10
7820847478617426661,1
7821084716976402810,4
7821946546740224544,10
7823373653360122571,10
7824692339539008666,7
7825425485977209626,3
7825510865397590973,8
7826519609729655346,10
7827222651270439112,7
7829389802781569200,10
7830069700728017782,0
7832164613678400946,7
7832815374031750968,8
7833015942211228530,6
7833680752422317627,10
7834462162703407726,11
7834937694621228139,10
7834978035618821150,9
7835428316406081940,10
7836966948431662895,4
7837539419592942001,5
7837949769835363247,11
7838147248949670284,7
7838515321036379203,8
7838982241843541429,5
7839108453773352169,6
7840574094550073908,9
7840890615937405241,0
7842499862498209763,8
7845811102483243902,10
7847201221681160225,10
7847532774290039188,7
7847580662467564607,9
7848066198054528305,11
7849111383031438568,10
7849517262422276654,9
7850241797817571929,7
7850559288971774009,8
7851898259841038766,7
7853839736077655175,4
7855027834826273876,7
7855796739862822440,10
7856238010899893146,5
7856679572435333590,10
7857160970247278101,6
7858297433429776836,3
7859005098387366613,3
7859178428823852109,11
7859251222110598388,7
7859905123552016545,1
7861152824271914358,7
7861657188221158633,3
7861724700209393864,10
7861733925545628096,7
7862013719659895037,4
7862096316598609712,11
7862238296358679764,10
7862523530081384493,7
7862598735886576518,9
7863242165526440455,11
7863618082960508061,0
7864364388042715856,11
7864438376100307568,8
7866414317226453713,0
7867198567158111620,4
7868021447680656938,8
7868401180802075359,3
7869822025744000236,6
7870064469799980855,0
7870857574520988575,8
7872404883754691592,11
7872986897451574370,4
7873647844724015588,7
7873976958387452933,7
7874748103544022938,6
7875513327408424684,9
7875661970357251321,3
7877961105006516902,7
7878930171640719859,11
7880915322039525199,3
7881637804498017607,6
7882348562830728931,0
7883149030509265165,9
7884192628321662179,7
7884579183416074756,9
7887018795652862431,10
7887799108989482977,8
7888196970246925921,9
7888694873678209431,11
7888731058644171639,10
7889887991286036842,1
7892090733772561002,5
7893907393484256202,10
7894450051604677443,7
7895297351030371830,1
7896303482343971730,6
7896849129571465987,5
7898595505315371258,6
7898818891650808845,7
7901567308091955384,10
7902121677206794803,9
7904745459232191266,11
7905483453866014608,9
7906129382900310580,8
7907102846026797008,9
7907187640413744603,6
7908242132179447656,7
7908274267132316306,2
7909906551263975765,11
7911879128962276464,11
7912479411403594892,0
7912754060476948359,10
7913398966377803787,4
7914007326459522324,10
7914410603699289896,11
7916181217170440762,4
7919211740256753246,8
7919676021337880379,3
7920644425816398274,4
7920665705710679237,7
7922041524463027877,11
7922328762495286647,11
7925890433442664817,4
7926542781430152012,0
7927329526010260996,6
7927469507878707492,11
7928012734187669929,0
7928386510049845578,11
7928741073169249207,7
7929198076165295105,11
7929200080875376481,7
7929571920511781180,5
7930728134025701237,4
7931589503836558395,0
7934375384916459012,7
7934578386950236300,4
7934738972437624993,0
7937594093453616152,11
7938775826682381023,9
7939964667793308252,9
7941739585666151799,5
7941945764660330836,9
7942543424519346630,11
7943902865438965525,9
7945123295758940220,7
7945721691585310842,11
7947441681995557508,11
7948405512233323492,3
7948883887542908012,9
7949257613102087516,9
7949385304751162342,6
7949389568571139451,10
7949564026848184479,3
7949716463989532264,11
7950803885415349889,6
7951048787548122125,10
7951519097526443000,0
7952049346900988066,6
7953952028021110614,10
7954305988307911280,4
7954306668932586708,10
7954939598345207118,4
7958124550349685396,9
7958149919254944034,11
7958696823479453960,3
7958896869714680354,4
7959116654849361813,10
7959281624941512750,4
7960570681450235202,7
7961027972604631935,8
7961316471329619747,9
7962593077354657285,6
7962886997244679015,4
7963559654838148789,9
7964173712967531547,0
7965530088888189119,10
7967096558654032826,2
7967194122730053173,11
7969448798748497937,5
7971998499427065011,7
7973810041440251563,8
7974507647649071341,10
7975299013407918303,8
7977624615905835626,7
7979252218624728568,11
7980581067659653404,9
7980705361002388577,0
7980998150520041428,4
7982630425971210497,3
7983615253774938168,6
7988211862677349971,5
7989495016264799756,11
7990170315615516572,8
7991277578169481774,3
7991472985850646550,4
7992647183600096201,8
7993558434590680461,6
7995879928847458205,0
7996909927203689982,11
7997997493934017480,11
7999000298342471045,2
8001307228513340995,7
8003179383669696313,11
8003622485378450712,11
8005855581888140816,4
8007031452037799733,0
8008248680973713497,2
8008713946253748457,7
8009887567859700318,0
8010857333896795636,6
8011226863669745839,5
8011533923291675115,3
8011877543933924097,6
8012501920184449458,11
8013191249785917076,2
8013355797949239136,9
8013450577316004184,9
8013522094297086491,0
8016177549145576665,8
8016682131604049160,6
8016761770876518795,6
8016963331364894266,6
8018419853875172409,11
8020205752935614043,9
8020594559807809047,6
8020845501094437557,1
8020920889701246465,11
8021048358302581615,5
8022395780801796189,10
8022875805581248523,11
8023299894523125878,0
8024377905954455455,9
8025208446688097787,5
8026504930081700361,7
8026817445213593849,7
8031358774182592143,0
8032294780042550356,11
8032427695194174881,3
8033482511417042148,1
8033965315451503142,7
8034193360434143140,8
8035612252193847133,4
8036458651669018186,6
8037300632150583995,3
8039233339761708843,7
8040462871499051466,2
8041570386391538530,1
8042645451645405118,7
8043204759262094607,11
8043894544912100997,2
8044356276184777587,3
8045582653345511562,6
8045830554535180396,2
8045892847872528264,5
8046297896739956519,9
8047175020441586907,10
8050058921891486053,6
8050814267480981468,9
8052265284717337518,9
8052342694078885311,10
8052945524695695161,9
8054933227159325067,5
8057206961287835455,1
8057435457020322471,2
8058068806818552443,9
8058409246616730949,11
8060347412839492370,1
8060840944646917159,3
8062014502052745423,10
8062028155877813805,6
8062594526988184947,5
8063361639480904359,5
8064625828857029612,11
8065394017642806376,11
8067764823539681066,10
8068167578165647993,0
8068893555915479743,4
8069486810498377789,6
8071103751549559647,9
8071812530520247890,7
8073391243036984623,8
8073637736465407956,2
8073954657824448124,11
8073973014035605525,4
8074816660437552133,8
8076538418881462333,7
8076959211348069982,6
8078808516026948933,7
8079677337872635167,8
8079721660814228499,4
8080060592538318545,9
8080171769957967741,3
8080289333033791011,10
8081673504845120672,7
8081683999337389054,10
8083036999646036460,7
8084024139474543172,1
8084281593376747347,6
8084648927710170360,10
8085492079683631817,11
8085592460854131036,9
8085666944970722014,11
8086301767317471906,11
8086626060127004880,10
8088996161998305734,0
8089518659647773068,4
8090320101490566700,8
8091997888194035395,2
8092780479065626075,5
8093133810058084176,2
8093753985588115262,0
8094838836476409655,9
8095053099652266963,10
8095960863008205053,0
8096258922334257922,10
8096420021788624475,8
8098382177052103418,1
8098944932967713209,3
8099210437244778112,3
8100496762528918771,10
8104304203306265377,7
8105121907076603957,5
8105915393128763208,3
8106705628495295219,9
8108463924283618794,8
8109866653960264382,8
8110235133610953463,1
8110864566709862476,1
8112527602791610110,4
8113803310702219572,6
8114877603331614400,2
8116718837916283407,10
8119832475692761130,7
8120350584941115490,2
8120716196246528244,10
8122111983488573215,3
8122490133500996622,2
8122540589560668528,10
8123119756231282330,0
8123210164512613916,11
8124033895840787117,10
8124790768627096367,11
8125144803180991904,10
8125322160674865871,9
8125715068360951500,10
8126629931701561121,9
8126759447855167984,7
8127135369121356123,10
8128718960368105805,3
8130221152114582811,5
8130529245759945387,11
8131295475738777260,4
8131861088590292455,7
8132323997902287115,2
8133253379180949679,7
8133353860167150940,10
8134135952016942868,4
8134162001837369086,2
8135164137020402815,5
8136038966959523005,5
8136729898340499359,6
8137526220670017395,7
8139230022271471395,6
8139909260330701263,7
8140146243965950122,3
8140719157830684416,11
8142061695180697881,6
8142408604218697425,6
8144335619592788740,7
8145578497130997347,4
8145898129635316731,7
8146113897396254796,8
8147273289032487287,10
8148166221734003920,11
8148230113887615434,6
8148254374494805375,9
8148610783474602623,5
8148745788026800657,11
8152373361612109042,6
8152717538698909634,5
8153797100245328265,10
8154185969754346737,11
8154483520191499704,9
8154569613674001951,5
8155020242840323633,4
8156187339546970941,0
8156386959421550935,11
8157880620138215168,10
8158156293983197894,10
8158357289830838172,11
8159564106128851872,11
8159593432648505054,0
8160349019065380082,1
8160655655365676139,9
8161248106141177722,4
8161538345428011392,4
8162060476896607996,6
8163643697625284961,5
8163716027532336835,5
8165359101097185995,11
8166760792069576339,9
8167360863257068523,9
8169020721246398884,4
8169021882001745636,11
8169232523889460123,2
8169269573256157090,4
8169864933573101478,10
8172613974427500757,8
8172769028781785304,0
8173604896368402595,10
8173775906009056087,9
8174209810777643357,9
8175269369943546329,7
8176211274395334706,4
8176725190676133030,1
8176913413017312190,11
8176975115902488343,4
8177781589136232256,2
8178111799989971017,10
8178260411796318019,4
8178708163516123991,3
8182223088472733144,4
8182624640780765591,9
8182798367347473686,11
8184512802065080052,8
8187494435613552373,10
8188469151745784750,10
8189376323705801834,7
8189833202380669114,10
8190995520235322907,8
8192149164401522945,8
8192180440238561124,9
8192998627578918661,11
8193220970962137462,8
8193302810720937517,9
8194227370643928603,10
8194604118231153424,1
8194713783277949171,10
8197710894118369547,0
8198131517834859637,5
8199636816060975037,11
8199673654770565298,0
8199753901068257666,10
8200415597401907209,7
8200586854071111414,6
8201460254377933586,4
8201566031933244075,7
8201998022485053765,5
8203735105010092234,4
8205418257417830363,10
8205752894964772191,7
8205893391886083264,1
8206019597587140419,10
8206431486042111291,7
8206550137575894076,11
8206993158195154489,7
8207629685745511610,7
8209407349613164422,7
8210034342154932100,7
8211166719562134311,3
8212814732554311876,10
8213487331706623912,4
8214110367128742932,0
8215568391025039132,11
8216117732887973129,0
8216788919472386402,9
8218972971294440363,11
8219804818064443861,10
8221364290697856847,9
8221540846148281021,11
8222090316893938739,0
8223217198769416258,11
8223779846101538096,11
8224379408460159218,9
8225112129578178565,9
8225151957123346277,4
8225690677197234823,6
8225935036682919649,4
8226354170041146428,7
8227195397560718151,10
8227632008695731244,6
8227833266228694454,11
8228766222742103369,9
8229377825961152949,3
8230302085395350265,11
8231243155939486020,5
8231268301858301910,9
8232264130848996443,7
8232986428098196314,0
8235800607000273176,1
8236003876144908604,9
8237561682276931168,10
8237909503345791130,9
8240772141984665205,3
8241690367026035864,1
8243210562890157600,3
8244387175450254557,9
8245032065449085162,4
8246001591021385754,10
8247444402270763110,10
8248716279728365482,9
8249323715124763946,8
8249711187626496390,7
8250516622760332376,8
8251004744628997955,2
8253305959238669297,7
8253544694202492992,10
8254486505169708293,6
8254696978804399523,6
8255616706982208390,1
8255735203009631965,2
8256066307270205580,2
8257442003192394929,6
8258605765882072240,11
8258950356820267770,7
8259555584051799207,6
8260357939782898264,9
8262807052858117946,0
8262928665084763176,7
8262970366291716511,11
8263308971969033637,0
8263419388419936320,7
8263513887362459524,4
8263571774675477463,7
8264089133728644456,1
8265653199960723664,3
8265899789157514470,5
8266917433082809772,10
8267767375752268489,10
8268270994121187272,4
8268943186752324161,10
8270247528365203677,10
8270892187656874650,4
8271421993181645187,11
8272162215118098931,11
8272941229892082740,11
8273197074063451240,7
8274098079337142186,7
8274333919703501420,5
8275119064027237582,3
8275757291682310550,6
8278047842827518520,7
8278156225079381248,9
8278521773479365850,2
8279498148556749025,7
8280824032674230574,10
8281251575791053687,5
8282858569883426125,6
8283762725469137557,10
8285034923456019807,0
8285282148176361972,9
8286296886134762808,10
8287194062616109019,3
8289266203718156869,7
8289326892466179941,4
8289772566531163064,11
8292138289217443490,4
8292388373526453818,11
8292493253247976013,4
8293162110903158874,11
8293801875519036672,9
8294995254623788037,1
8295510111762184572,8
8296237071651912936,1
8296239267776637907,7
8297334363911989625,11
8297400808733032510,11
8298932734166517248,10
8299059024182177863,6
8299332752058427891,4
8299753925768062295,0
8299971058888914087,9
8301589034655048902,10
8301627845248771643,9
8302363533915013041,10
8302976238038864654,10
8303192702570301239,10
8306215915330831872,10
8306258214123266652,0
8306306373260366458,9
8307497511776433492,11
8308437159197848967,11
8309732314069315815,7
8311539694965528286,3
8312164913587597922,9
8312555717368946823,6
8313284150517564301,10
8314896568959647043,4
8315165929339632509,9
8317306012162354746,2
8317528925956448586,6
8318005627879095874,4
8318100346417416213,10
8319877362970398027,0
8321918859528167615,3
8322258411888322202,10
8322396725169306034,9
8323350231543987494,4
8323593751306592360,4
8323683672557557344,10
8323928502113310777,2
8324745663510728707,10
8324829900585402778,4
8326514822497482205,6
8327621845923573555,5
8328260408001784905,9
8329155005067515973,8
8330870935482252601,6
8333260145183698894,0
8333550612798407981,7
8334793376103639248,4
8335011246796499432,2
8335309319923928125,7
8335791180689170880,7
8336875548926735477,11
8337268541430531906,5
8338340120136487105,3
8338853649674248845,5
